https://aclanthology.org/2021.acl-long.266.pdf	\citet{ding2021rejuvenating}\\	1, 3.2	209M	65M	5	de, en, ro, zh, ja	en-de en-ro en-zh en-ja de-en ro-en zh-en ja-en	y	y	WMT14, WMT16, WMT17, WAT17, WMT19	BLEU	Seq-KD		Temporal		tf-big	tf-base
https://openreview.net/pdf?id=ZTFeSBIX9C	\citet{ding2021understanding} \\	1, 3.2	209M	65M	5	en, de, ro, zh, ja	en-de en-ro en-zh en-ja de-en ro-en zh-en ja-en	y	y	WMT14, WMT16, WMT17, WAT17	BLEU	Seq-KD		Temporal		tf-big	tf-base
https://aclanthology.org/2021.findings-acl.385.pdf	\citet{xu2021does}\\	1	65M	65M	2	en, de	en-de de-en	y	y	WMT14	BLEU	Seq-KD		Temporal		tf-base	tf-base
https://aclanthology.org/D16-1139/	\citet{kim-rush-2016-sequence}	20	20M	1M	3	en, de, th	en-de th-en	y	y	WMT14 IWSLT15	BLEU, PPL	Word-KD, Seq-KD		Methods		LSTM: - 4 × 1000  - 2 × 500	LSTM: - 2 × 500 LSTM - 2 × 300 LSTM - 2 × 100 LSTM
https://aclanthology.org/2021.acl-long.504/	\citet{wang-etal-2021-selective}	1.261538462	82M	65M	3	en, de, zh	en-de zh-en 	y		WMT14 WMT19	BLEU	Word-KD, Seq-KD		Methods		tfm base* (vaswani): 6 enc, 6 dec tfm deep: 12 enc, 6 dec	tfm base: 6 enc, 6 dec 
https://aclanthology.org/2022.emnlp-main.665.pdf	\citet{lee-etal-2022-hard}	1	65M	65M	3	en, de, vi	de-en en-vi	y		IWSLT14 IWSLT15 Multi30K 	BLEU, METEOR, WER, ROUGE-L, NIST, ECE, MCE	Word-KD, Seq-KD		Methods		tfm base	tfm base
https://aclanthology.org/2023.acl-long.448.pdf	\citet{{zhang-etal-2023-towards-understanding}	3.276923077	213M	65M	4	en, de, fr, ro	en-de en-fr en-ro	y		WMT14  WMT16	BLEU, COMET	Word-KD		Methods		tfm big*	tfm base
https://aclanthology.org/2023.emnlp-main.178.pdf	\citet{miao-etal-2023-exploring}	?	65M		3	en, de, ro	de-en en-ro en-de	y		IWSLT14 WMT16 WMT14	BLEU, COMET	Word-KD		Methods		 transformer_iwslt_de_en transformer_wmt_en_de	sampled and selected using CE
https://arxiv.org/pdf/1702.01802	\citet{Freitag2017EnsembleDF}	23.40540541	866M	37M	2	en, de	de-en	y		WMT16	BLEU, TER	Seq-KD		Methods		6 RNN GRU models: hidden_layer=1000,emb_size=620	1 RNN GRU model hidden_layer=750,emb_size=400 hidden_layer=500,emb_size=250 hidden_layer=300,emb_size=150
https://aclanthology.org/2018.iwslt-1.4.pdf	\citet{zhang-etal-2018-analyzing}	3.634615385	18.9M	5.2M	2	en, de	en-de	y		WMT14 		Word-KD		Methods		tfm Large N=6, d=512, df f=4096, h=8 Middle N=6, d=512, df f=2048, h=8 	tfm Small N=4, d=256, df f=2048, h=8 rnn Small Bi-LSTM, 2x512, emb=512 rnn Middle Bi-LSTM, 2x1024, emb=512 
https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9722996	\citet{9722996}	3.276923077	213M	65M	5	en, de, es, fr, zh	en-de de-en en-es es-en en-fr fr-en en-zh zh-en	y		IWSLT14  IWSLT17	BLEU, BERTScore	Word-KD, Seq-KD		Methods		Transformer_iwslt_de_en Transformer_vaswani_wmt_en_de_big	Transformer_iwslt_de_en Transformer_vaswani_wmt_en_de_big
https://arxiv.org/pdf/2012.13866	\citet{li2020learninglightweighttranslationmodels}	2.984615385	194M	65M	3	en, de, zh	en-de zh-en 	y		WMT16  NIST12 WMT19 	BLEU, PPL	Seq-KD		Methods		tfm: - 24 enc, 6 dec - 48 enc, 6 dec 	tfm: 6 enc, 6 dec
https://aclanthology.org/2020.emnlp-main.494.pdf	\citet{lin-etal-2020-autoregressive}	5.5	55M	10M	2	en, de	en-de de-en	y		IWSLT14 WMT16 	PPL, BLEU	Seq-KD		Methods		tfm: 8 layers tfm: 6 layers	SRU: 2 layer, 3 layer, 4 layer tfm: 2 layer
https://arxiv.org/pdf/2306.10058	\citet{yoon2023emnetworkoracleguidedselfdistillation}	1.692307692	110M	65M	2	en, de	en-de de-en	y		OSCAR	BLEU	Word-KD		Methods		BIBERT	tfm base
https://aclanthology.org/2024.naacl-long.72.pdf	\citet{setiawan-2024-accurate}	?		65M	3	en, de, zh	en-de de-en en-zh zh-en	y		WMT21 WMT20 	BLEU, ChrF, COMET22	Seq-KD		Methods		50 models: - forward translation models - backward TM - right-to-left TM - domain-adapted models - language model - other: LASER, mBART, M2M-100, NLLB, etc.	tfm base
https://aclanthology.org/2023.acl-long.605.pdf	\citet{wen-etal-2023-f}	3.248	406M	125M	2	en, ro	en-ro	y		WMT16	BLEU, ChrF, TER	Seq-KD		Methods		T5	T5: 3 enc, 1 dec
https://arxiv.org/pdf/2306.13649	\citet{agarwal2024onpolicydistillationlanguagemodels}	12	3000M	250M	2	en, de	en-de	y		WMT14	BLEU	Seq-KD		Methods		T5-XL (∼3B params)	T5-base (250M params) T5-small (77M params)  T5-large (800M params)
